TypeOfVisitor,UserPage VisitDuration,Bounce Rate ,WebPageValue,BrowserServer,InformationRelatedPageVisitDuration ,Month,ExitRate,ProductRelatedPages ,ProductRelatedPageVisitDuration,DischargePattern,InformationRelatedPage,Weekend,Holiday,Area,OperatingSystem,UserRelatedPages,Buy 
New_Visitor,0,0,0,2,0,Nov,0.004761905,22,1390.083333,8,0,TRUE,0,4,2,0,0
Returning_Visitor,162,0.024561404,32.64521053,7,40,Mar,0.036842105,17,481.6666667,2,2,FALSE,0,3,2,2,0
Returning_Visitor,0,0,0,1,0,Sep,0.066666667,3,60.4,5,0,FALSE,0,1,1,0,0
Returning_Visitor,358.75,0.014285714,0,1,8,Dec,0.031904762,36,991.5,2,1,FALSE,0,8,1,5,0
Returning_Visitor,0,0,0,2,0,Mar,0.024,25,1512.52381,11,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0,54.67634844,2,0,Mar,0.00058651,32,827.6462121,2,0,FALSE,0,7,2,0,1
Returning_Visitor,0,0,0,4,0,Feb,0.022222222,3,738,2,0,FALSE,0.4,1,2,0,0
New_Visitor,0,0,36.65444444,2,111,May,0.011111111,13,522,2,6,FALSE,0,2,2,0,1
Returning_Visitor,0,0.035714286,0,2,0,Dec,0.067857143,28,756.8611111,1,0,FALSE,0,4,2,0,0
Returning_Visitor,0,0.0015625,0,2,31.33333333,Mar,0.01953125,33,1077.869048,2,3,FALSE,0,6,3,0,0
Returning_Visitor,0,0.011111111,0,1,0,Mar,0.006878307,18,437.1875,9,0,TRUE,0,7,1,0,0
Returning_Visitor,0,0.12,0,1,0,Aug,0.16,5,109.8,3,0,FALSE,0,4,1,0,0
Returning_Visitor,0,0,49.39271642,5,0,May,0.004353234,69,2734.818254,2,0,FALSE,0,3,4,0,1
Returning_Visitor,0,0.005479452,0,2,36.4,May,0.027146119,75,1959.304762,4,2,FALSE,0,2,2,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.038095238,8,402,1,0,FALSE,0,2,2,0,0
Returning_Visitor,39.5,0.006289308,0,1,20,Nov,0.015117319,156,8613.257312,2,1,TRUE,0,1,1,2,0
Returning_Visitor,0,0.2,0,2,0,Mar,0.2,2,0,1,0,FALSE,0,1,2,0,0
New_Visitor,0,0,36.66178288,2,26.2,Oct,0.04,4,106.8,5,1,FALSE,0,2,2,0,1
Returning_Visitor,0,0.2,0,2,0,Mar,0.2,1,0,9,0,TRUE,0,3,3,0,0
New_Visitor,2,0,0,2,113.6666667,May,0.003632479,16,589.6666667,11,1,TRUE,0,6,3,1,0
Returning_Visitor,137,0,4.365181293,2,132.05,June,0.025520833,56,1775.89,1,9,FALSE,0,1,4,4,0
Returning_Visitor,0,0,0,2,0,Nov,0.037931034,28,219.8,1,1,TRUE,0,1,2,0,0
New_Visitor,0,0,0,2,33,Mar,0.02,9,354,3,2,FALSE,0,1,3,0,0
Returning_Visitor,0,0,0,2,0,Feb,0.016666667,4,253,3,0,FALSE,0.6,3,2,0,0
Returning_Visitor,0,0.05,0,2,0,Mar,0.1,4,44,10,0,FALSE,0,9,2,0,0
Returning_Visitor,0,0.2,0,2,0,Mar,0.2,4,0,1,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0.025,27.83116147,2,73.95833333,Sep,0.0375,17,864.9983333,1,2,FALSE,0,4,3,0,1
Returning_Visitor,0,0.004545455,0,2,83.6,Nov,0.014393939,43,1582.7,1,2,FALSE,0,3,3,0,0
Returning_Visitor,0,0,8.04958574,6,0,Sep,0.066666667,3,178.5,1,1,FALSE,0,2,2,0,0
Returning_Visitor,0,0.12,0,1,0,May,0.14,5,67,3,0,FALSE,0.6,6,1,0,0
Returning_Visitor,0,0.2,0,1,0,Dec,0.2,4,0,1,0,FALSE,0,2,1,0,0
Returning_Visitor,0,0.06,38.19240444,8,0,Nov,0.07,10,443.75,1,0,FALSE,0,8,1,0,1
Returning_Visitor,21,0.014285714,0,2,0,Dec,0.05,12,144.5,1,0,FALSE,0,2,2,2,0
Returning_Visitor,0,0.014814815,0,2,149,May,0.02962963,25,1294.183333,13,3,FALSE,0,1,3,0,0
Returning_Visitor,0,0.12,0,2,0,June,0.14,5,53.4,13,0,TRUE,0,3,3,0,0
Returning_Visitor,11,0.016842105,0,2,312,May,0.026417863,92,2710.570238,3,6,FALSE,0.6,4,2,1,0
Returning_Visitor,87,0.008,0,1,45,May,0.016,26,485.8333333,2,3,TRUE,0,1,1,1,0
Returning_Visitor,0,0,0,4,0,May,0.033333333,6,50,3,0,FALSE,0,3,2,0,0
New_Visitor,0,0,0,2,63.4,Sep,0.016666667,10,70.93333333,5,3,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.025,8,481.1666667,7,0,FALSE,0,7,2,0,0
Returning_Visitor,0,0.006343284,54.07524113,2,137.075,May,0.023522862,59,2088.443506,3,8,FALSE,0,3,4,0,1
Returning_Visitor,0,0.008333333,31.81967723,2,0,Dec,0.016666667,24,1010.25,2,0,FALSE,0,8,3,0,1
Returning_Visitor,55.5,0,0,1,45,May,0.033333333,4,77.5,4,2,TRUE,0,2,1,2,0
New_Visitor,29.5,0,0,2,54.5,Dec,0.026666667,11,1055.75,2,2,FALSE,0,1,2,4,0
Returning_Visitor,0,0,0,2,19,Dec,0.015384615,11,658.9166667,2,2,FALSE,0,1,2,0,0
New_Visitor,0,0,0,1,46.4,Aug,0.016666667,2,689.1,5,1,FALSE,0,1,1,0,1
Returning_Visitor,0,0.2,0,1,0,Sep,0.2,1,0,2,0,FALSE,0,2,1,0,0
Returning_Visitor,0,0.2,0,2,0,Mar,0.2,1,0,1,0,FALSE,0,4,2,0,0
Returning_Visitor,0,0,0,2,52,May,0.011764706,16,866.5,2,5,FALSE,0,1,2,0,0
Returning_Visitor,0,0.01,7.998,2,14.5,May,0.022611111,61,1423.967857,4,3,FALSE,0.8,7,2,0,0
Returning_Visitor,74.5,0,4.529635712,2,367.6333333,Oct,0.012467279,181,4287.960606,1,10,FALSE,0,4,2,5,0
Returning_Visitor,3,0.002469136,3.726530231,2,1028.833333,Nov,0.015526696,155,6794.735417,2,12,FALSE,0,1,2,1,1
Returning_Visitor,97.16666667,0.018431373,0,2,0,Nov,0.022050322,81,3466.794048,13,0,TRUE,0,1,3,6,0
New_Visitor,0,0,0,2,0,May,0.05,2,83,4,0,FALSE,0.6,2,1,0,0
Returning_Visitor,0,0.033333333,0,2,35.3,Jul,0.061111111,3,18.1,3,2,TRUE,0,3,3,0,1
Returning_Visitor,0,0.026666667,0,2,0,Nov,0.033333333,15,755.25,1,0,TRUE,0,6,2,0,0
Returning_Visitor,0,0,0,3,335,May,0.016666667,6,1615,4,3,FALSE,0.8,1,3,0,0
Returning_Visitor,11.1,0,37.68626909,2,95.17,June,0.006666667,68,824.1573062,3,7,FALSE,0,3,2,1,0
Returning_Visitor,255,0.002138405,0,2,79,Nov,0.020907736,137,2668.725046,2,1,FALSE,0,1,2,2,0
Returning_Visitor,0,0,0,6,0,Feb,0.05,4,104,3,0,FALSE,0.4,6,2,0,0
Returning_Visitor,118.8,0,33.05509961,2,286.5333333,Nov,0.007317073,31,835.71,2,14,FALSE,0,7,2,2,1
Returning_Visitor,0,0.054545455,0,5,0,Nov,0.096969697,11,887,1,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.033333333,0,2,0,Mar,0.066666667,12,323,3,0,TRUE,0,1,2,0,0
Returning_Visitor,0,0.002040816,97.86083623,2,133.4666667,Nov,0.010884354,44,2664.445833,3,6,TRUE,0,1,2,0,1
Returning_Visitor,0,0,0,1,0,May,0.057142857,7,210,4,0,TRUE,0,6,1,0,0
Returning_Visitor,0,0,0,1,0,Nov,0.028571429,7,203.25,3,0,FALSE,0,3,1,0,0
Returning_Visitor,24.2,0.018181818,24.72209216,2,58.4,Oct,0.036363636,11,503.2666667,1,1,FALSE,0,1,3,1,1
New_Visitor,0,0,0,2,276.75,Nov,0.007142857,12,342.125,2,6,FALSE,0,3,1,0,0
Returning_Visitor,0,0.007142857,1.401949127,2,0,Jul,0.013571429,28,512.7166667,1,0,TRUE,0,7,2,0,1
Other,0,0,0,13,90,Dec,0.04,6,677,20,1,FALSE,0,9,8,0,0
Returning_Visitor,0,0.023529412,0,2,0,Mar,0.080392157,17,85.66666667,1,0,FALSE,0,6,2,0,0
Returning_Visitor,0,0.014920635,0,2,26.75,Nov,0.025223356,103,2546.856685,1,2,FALSE,0,1,3,0,0
Returning_Visitor,0,0.06,0,2,0,Nov,0.085,10,146.9166667,13,0,TRUE,0,4,3,0,0
Returning_Visitor,0,0.02,0,2,0,Nov,0.064,20,469.9761905,2,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.058333333,0,4,0,Nov,0.091666667,12,115.6666667,3,0,FALSE,0,4,2,0,1
Returning_Visitor,0,0.008823529,0,1,49.5,Nov,0.012826797,68,2853.020833,3,3,FALSE,0,1,1,0,0
New_Visitor,0,0,14.14084367,8,0,Nov,0.00952381,21,1051.166667,6,0,TRUE,0,2,1,0,1
New_Visitor,0,0,0,2,280.3366667,Sep,0.016296296,20,337.8533333,5,11,FALSE,0,2,2,0,0
Returning_Visitor,0,0.001680672,14.18391563,5,19,Nov,0.007407748,120,3013.116917,2,3,FALSE,0,1,2,0,1
Returning_Visitor,0,0.004255319,0,2,115.125,Mar,0.020449173,46,909.522619,1,3,FALSE,0,6,2,0,0
Returning_Visitor,0,0,33.14514286,2,217.6666667,Mar,0.019931973,18,494.6666667,2,5,FALSE,0,1,3,0,1
Returning_Visitor,127,0.033333333,0,2,49,Mar,0.0375,4,188,2,2,FALSE,0,3,3,1,0
Returning_Visitor,0,0.04,0,2,79.75,Mar,0.077777778,3,73.5,2,3,FALSE,0,1,3,0,0
Returning_Visitor,0,0.003846154,0,1,253,Mar,0.012179487,21,686.4,3,6,FALSE,0,3,1,0,0
Returning_Visitor,0,0.015686275,0,6,0,Mar,0.049411765,17,684.9166667,1,1,TRUE,0,4,2,0,0
Returning_Visitor,0,0,0,2,0,May,0.00625,49,579.5833333,1,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.066666667,0,2,0,May,0.114814815,20,275.6666667,4,0,FALSE,0,1,2,0,0
New_Visitor,270.6,0,31.72080812,2,250.8,Nov,0,20,1424.4,5,3,FALSE,0,5,2,2,1
Returning_Visitor,0,0.010526316,0,2,0,May,0.033684211,18,1259,1,0,FALSE,0,1,2,0,0
New_Visitor,0,0,54.56704868,1,0,Sep,0.0125,16,1062.666667,4,0,FALSE,0,1,4,0,1
Returning_Visitor,0,0,0,2,0,Nov,0.015730379,97,2300.891317,2,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,6,0,Feb,0.05,4,63,3,0,FALSE,0.2,1,2,0,0
Returning_Visitor,1360,0.002692308,2.917518089,2,592.0014006,May,0.013849519,157,5645.176455,13,17,FALSE,0.8,1,2,4,0
Returning_Visitor,0,0,0,1,109.5,Oct,0.019047619,25,349.6969697,2,7,FALSE,0,1,1,0,0
New_Visitor,433.5,0,0,1,157.5,Nov,0.020833333,9,599.5,2,5,FALSE,0,1,1,3,0
Returning_Visitor,32.2,0.01804878,0,4,43.2,Sep,0.050155633,202,13842.45833,1,2,FALSE,0,7,2,1,0
Returning_Visitor,0,0,0,2,0,May,0.033333333,12,1111,1,0,FALSE,0.6,5,2,0,0
Returning_Visitor,0,0.018258179,0,2,0,May,0.044962458,79,3129.393438,3,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0,0,2,0,May,0.05,2,55,13,0,FALSE,0.4,1,3,0,0
New_Visitor,0,0.001538462,10.69237969,1,65.16666667,Nov,0.013923077,123,5969.573168,2,9,FALSE,0,1,2,0,1
Returning_Visitor,0,0,27.75787044,4,46.45833333,Nov,0.007267442,82,2875.615909,1,4,FALSE,0,3,2,0,1
Returning_Visitor,0,0.007407407,0,2,0,Nov,0.023703704,47,2455.147619,3,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0.033333333,0,8,58.33333333,May,0.041666667,9,229.6666667,1,3,TRUE,0,3,1,0,0
Returning_Visitor,0,0,0,1,0,Nov,0.011904762,16,426.325,3,0,FALSE,0,4,1,0,0
Returning_Visitor,0,0,0,4,0,Aug,0.05,4,59.2,4,0,FALSE,0,9,2,0,0
Returning_Visitor,929,0.002631579,0,2,0,Mar,0.017324561,75,4105.666667,1,0,FALSE,0,3,2,1,0
Returning_Visitor,0,0.017142857,8.435206908,1,28.2,Sep,0.035442177,35,942.6879221,2,1,TRUE,0,1,1,0,0
Returning_Visitor,330.2666667,0.011111111,0,2,110.5357143,Nov,0.031834215,10,396.3452381,2,3,FALSE,0,4,3,7,0
Returning_Visitor,0,0,0,10,0,May,0.030666667,25,1320.5,1,0,FALSE,0.8,1,2,0,0
New_Visitor,0,0,46.4748023,1,0,Nov,0.0125,18,773.2,1,0,FALSE,0,3,1,0,1
Returning_Visitor,0,0,0,2,0,Nov,0.028333333,12,292.875,2,0,TRUE,0,3,4,0,0
Returning_Visitor,0,0,0,5,22.83333333,Mar,0.004013317,115,2625.009524,1,3,FALSE,0,6,2,0,0
Returning_Visitor,0,0,0,1,0,Mar,0.045098039,18,708.25,3,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0,0,2,0,Oct,0.007142857,7,431.5333333,2,0,FALSE,0,1,2,0,0
New_Visitor,124.2666667,0,0,2,73.2,Sep,0.0025,10,239.7,1,3,FALSE,0,5,2,5,0
Returning_Visitor,0,0.005882353,0,1,22.2,Aug,0.023529412,18,584.74,2,2,FALSE,0,3,1,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.022222222,9,159,2,0,TRUE,0,1,2,0,0
Returning_Visitor,0,0,0,4,0,May,0.1,2,39,3,0,FALSE,0,9,2,0,0
Returning_Visitor,0,0,0,2,0,May,0.08,5,1439.5,2,0,FALSE,0,4,2,0,0
Returning_Visitor,0,0.041333333,0,2,0,Jul,0.067142857,26,653.4,1,0,TRUE,0,2,2,1,0
Returning_Visitor,21,0.022222222,0,2,0,Nov,0.039259259,17,190.7083333,13,0,TRUE,0,1,3,2,0
Returning_Visitor,0,0,0,2,0,Mar,0.007792208,11,296.45,2,0,FALSE,0,6,3,0,0
Returning_Visitor,0,0,9.294775641,2,0,Mar,0.007051282,51,2122.656061,10,0,FALSE,0,1,2,1,1
Returning_Visitor,0,0.036363636,0,1,0,Mar,0.072727273,11,299.5,1,0,FALSE,0,3,1,0,0
Returning_Visitor,0,0.2,0,2,0,May,0.2,1,0,13,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0.02,0,2,0,May,0.06,10,393,3,0,FALSE,0,7,2,0,0
Returning_Visitor,0,0,0,2,0,May,0.001449275,24,654.0666667,2,0,FALSE,0.8,1,3,0,0
Returning_Visitor,0,0,0,2,0,May,0.066666667,6,362,3,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0.04,0,2,0,Mar,0.08,5,266.3333333,3,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0.033333333,0,2,77.6,June,0.066666667,3,8,2,3,FALSE,0,6,2,0,0
Returning_Visitor,0,0.2,0,8,0,Nov,0.2,1,0,1,0,FALSE,0,3,1,0,0
Returning_Visitor,0,0,15.75636267,1,0,Nov,0.004166667,24,783.375,3,0,FALSE,0,4,1,0,1
Returning_Visitor,37,0.01754386,0,2,204.5,May,0.029824561,52,1941.083333,13,7,FALSE,0,2,2,2,0
Returning_Visitor,0,0.025,0,6,0,Nov,0.025,12,364.75,2,0,FALSE,0,3,2,0,0
Returning_Visitor,88.5,0.022727273,15.52703405,1,90.17857143,Nov,0.031677489,19,1214.307692,2,2,FALSE,0,4,1,2,1
Returning_Visitor,0,0,0,4,0,May,0.002272727,10,146.7666667,1,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.014166667,0,2,0,Aug,0.049722222,60,1063.666667,1,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0,8.482951523,2,0,Dec,0.023076923,14,999,6,0,FALSE,0,3,2,0,1
Returning_Visitor,0,0,0,1,0,Feb,0.033333333,6,117.5,3,0,TRUE,0.8,1,1,0,0
Returning_Visitor,0,0,0,2,36,May,0.023529412,19,1661.75,1,1,FALSE,0,3,2,0,0
Returning_Visitor,0,0,19.9656361,4,26.2,Sep,0.021875,32,1427.676667,4,1,FALSE,0,3,2,0,1
Returning_Visitor,0,0,0,1,114.2,Nov,0.008800253,26,360.1816667,2,7,FALSE,0,1,1,0,0
Returning_Visitor,0,0.016666667,0,2,0,Mar,0.075,12,198,2,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0,0,5,0,May,0.01,10,257,2,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0,0,2,131.1,Oct,0.003921569,13,777.05,2,4,FALSE,0,1,2,0,0
Returning_Visitor,0,0.2,0,2,0,Feb,0.2,1,0,3,0,FALSE,0,3,3,0,0
New_Visitor,0,0,0,2,91.9,Sep,0.005,6,273.8,2,2,TRUE,0,1,3,0,0
Returning_Visitor,0,0.02,0,2,0,Nov,0.02952381,11,925.8988095,2,0,FALSE,0,2,3,0,0
Returning_Visitor,537,0.004255319,0,2,69,May,0.019148936,42,352.5,3,4,FALSE,0,3,2,1,0
New_Visitor,0,0,57.96417654,2,22.5,Mar,0.022222222,15,289.85,3,4,TRUE,0,2,2,0,1
Returning_Visitor,17,0.002463054,12.45099015,1,183.7083333,May,0.019057903,80,1143.371078,3,9,TRUE,0,3,1,1,0
Returning_Visitor,0,0,0,2,0,May,0.025,4,124,4,0,TRUE,0,1,3,0,0
Returning_Visitor,0,0,0,4,18.33333333,Feb,0.008947368,38,2635.177778,2,3,FALSE,0.4,1,2,0,0
Returning_Visitor,0,0.015384615,0,2,0,Feb,0.020352564,52,2086.242857,1,0,FALSE,0,7,2,0,0
New_Visitor,0,0,0,5,47.2,Sep,0.04,2,12,2,3,FALSE,0,4,2,0,0
Returning_Visitor,0,0.011111111,0,2,241.35,Nov,0.033333333,5,244.7,1,5,TRUE,0,4,2,0,0
Returning_Visitor,0,0,0,2,0,Mar,0.1,2,56,1,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0,30.04921703,2,21.2,Sep,0.017391304,24,1123.246667,2,1,FALSE,0,3,2,0,1
New_Visitor,0,0.2,0,1,0,May,0.2,1,0,3,0,FALSE,0,5,1,0,0
Returning_Visitor,0,0,10.51809524,2,0,May,0.00952381,22,892,4,0,TRUE,0,7,2,0,1
Other,0,0,0,2,0,Nov,0.1,3,51,2,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.031578947,0,2,574.55,Oct,0.029645043,15,571.4238596,2,8,FALSE,0,4,3,0,0
Returning_Visitor,0,0,0,1,74.5,May,0.00125,22,432.5714286,4,2,FALSE,0,7,1,0,0
Returning_Visitor,0,0,0,4,0,Nov,0.025,4,98.25,10,0,FALSE,0,3,2,0,0
New_Visitor,0,0,0,2,76,Mar,0.008333333,24,1038.845238,3,3,FALSE,0,4,2,0,0
Returning_Visitor,0,0,42.03044096,2,0,Nov,0.04,5,277.5,2,0,FALSE,0,3,2,0,1
New_Visitor,0,0,0,2,75.5,Dec,0.00625,30,1661.166667,10,2,FALSE,0,2,2,0,0
Returning_Visitor,0,0,0,1,0,May,0.1,2,17,3,0,FALSE,0.4,4,4,0,0
Returning_Visitor,0,0,0,1,227.3333333,Mar,0.002272727,17,528.9,9,5,TRUE,0,1,1,0,0
Returning_Visitor,0,0.2,0,1,0,Nov,0.2,1,0,1,0,TRUE,0,6,1,0,0
Returning_Visitor,124.8,0,0,1,173.8,Aug,0.017272727,7,411.6,4,3,TRUE,0,1,1,2,0
Returning_Visitor,0,0.018181818,0,2,15.6,May,0.045454545,10,68,3,2,FALSE,0.2,2,2,0,0
Returning_Visitor,0,0.013731061,1.47623044,2,23.96,Jul,0.038809156,94,2103.938772,1,1,FALSE,0,1,2,0,0
Returning_Visitor,0,0.016666667,0,2,64,Nov,0.030555556,10,341.25,10,2,FALSE,0,3,3,0,0
Returning_Visitor,503.25,0,1.036090909,2,115.6,May,0.013347763,61,1880.271429,4,2,FALSE,0,1,2,2,0
Returning_Visitor,0,0.2,0,1,0,May,0.2,1,0,5,0,FALSE,0,1,4,0,0
Returning_Visitor,0,0.2,0,2,0,May,0.2,1,0,13,0,FALSE,0,5,2,0,0
Returning_Visitor,0,0.047619048,25.194,2,0,May,0.051428571,22,355.6666667,4,0,FALSE,0.8,3,2,0,1
Returning_Visitor,0,0.030769231,0,1,0,May,0.079487179,13,436,2,0,FALSE,0.6,4,1,0,0
Returning_Visitor,0,0,0,2,53.16666667,Mar,0.003571429,11,263.6,9,3,FALSE,0,1,3,0,0
Returning_Visitor,0,0.2,0,2,0,Dec,0.2,2,0,6,0,TRUE,0,3,3,0,0
Returning_Visitor,0,0,0,1,0,May,0.057142857,7,148.1666667,20,0,FALSE,0.4,1,1,0,0
New_Visitor,0,0,0,1,59.5,Sep,0.008333333,2,13.1,5,3,FALSE,0,4,1,0,0
Returning_Visitor,0,0.015384615,0,2,59.25,Mar,0.031538462,9,139.25,2,4,FALSE,0,1,3,0,0
New_Visitor,0,0,0,2,31.5,Dec,0.05,3,32.83333333,2,1,TRUE,0,9,2,0,0
Returning_Visitor,0,0.011111111,8.000740741,1,0,Mar,0.027248677,20,927.45,1,0,FALSE,0,3,1,0,0
Returning_Visitor,31,0.006577408,0,2,9,Nov,0.022322606,401,12433.21865,2,2,FALSE,0,1,2,4,1
Returning_Visitor,0,0.057142857,0,2,0,Mar,0.1,7,97,1,0,FALSE,0,4,2,0,0
Returning_Visitor,0,0,0,2,0,Sep,0.066666667,3,24,3,0,FALSE,0,3,2,0,0
Returning_Visitor,0,0.006060606,0,6,0,Dec,0.019292929,33,960.125,3,0,TRUE,0,1,2,0,0
Returning_Visitor,0,0.013333333,0,2,0,Mar,0.026666667,17,701.5424242,2,0,FALSE,0,6,2,0,0
Returning_Visitor,0,0.008695652,0,1,0,Nov,0.032370528,70,1473.701515,2,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0.04,0,1,0,June,0.07,20,436.1,3,0,FALSE,0,4,1,0,0
Returning_Visitor,0,0,0,2,21.33333333,May,0.0125,3,45.33333333,4,2,TRUE,0,4,3,0,0
Returning_Visitor,0,0,0,2,0,Feb,0.04,5,63,3,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.052380952,0,3,0,May,0.10952381,7,84.33333333,1,0,FALSE,0,9,3,0,0
New_Visitor,0,0,0,2,23.16666667,Dec,0.014285714,12,122.225,2,3,TRUE,0,9,2,0,0
Returning_Visitor,0,0.01,0,2,11,Mar,0.016666667,20,363.6666667,3,2,TRUE,0,1,2,0,0
Returning_Visitor,0,0,0,2,0,Nov,0.05,4,58.5,1,0,FALSE,0,7,2,0,0
Returning_Visitor,1022.25,0.003787879,5.907475939,1,68.10769231,Nov,0.01763475,104,8130.964914,2,4,FALSE,0,4,1,6,1
Returning_Visitor,0,0.054545455,76.05518858,1,0,Nov,0.072727273,12,631.75,3,0,FALSE,0,1,1,0,0
Returning_Visitor,0,0.015555556,0,1,51,Mar,0.033862434,14,527.375,1,3,TRUE,0,6,7,0,0
New_Visitor,0,0,0,1,0,Nov,0.011111111,6,168,2,0,TRUE,0,1,1,0,0
Returning_Visitor,0,0.009090909,29.38287135,2,33.5,Dec,0.012947658,23,833.6695513,2,2,FALSE,0,1,2,0,1
Returning_Visitor,0,0,62.34813701,1,134,Mar,0.00380117,53,1659.319697,2,3,FALSE,0,1,4,0,1
Returning_Visitor,0,0.028571429,0,1,96,May,0.05,5,122,15,2,TRUE,0,1,1,0,0
Returning_Visitor,0,0,0,2,0,Nov,0.021428571,7,389.1666667,2,0,TRUE,0,3,3,0,1
Returning_Visitor,0,0.2,0,2,0,May,0.2,1,0,3,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0.008,0,1,0,Jul,0.008,26,559.56,4,0,FALSE,0,4,1,0,0
Returning_Visitor,0,0.021428571,0,2,0,May,0.042857143,14,197.5,1,0,FALSE,0.4,1,2,0,0
Returning_Visitor,35,0.014285714,0,2,6,Mar,0.042857143,12,240,10,2,FALSE,0,7,2,1,0
Returning_Visitor,0,0,0,2,0,May,0.028571429,7,151.5,4,0,FALSE,0.8,1,2,0,0
Returning_Visitor,0,0,0,2,0,May,0.01875,8,202.3333333,6,0,TRUE,0,1,3,0,0
Returning_Visitor,0,0.062745098,18.87145759,2,0,Aug,0.092156863,17,601.0333333,1,0,FALSE,0,3,3,0,1
Returning_Visitor,0,0.028571429,0,5,0,Mar,0.057142857,7,126,10,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0.133333333,0,2,0,May,0.122222222,6,25,4,0,FALSE,0,3,3,0,0
Returning_Visitor,0,0.018421053,0,2,0,Dec,0.04154591,38,1656.615043,2,0,TRUE,0,2,3,0,0
Returning_Visitor,0,0.033333333,0,2,0,Mar,0.044444444,6,177.5,1,0,FALSE,0,8,2,0,0
Returning_Visitor,0,0.019230769,0,1,145.5,Nov,0.018589744,26,1258.791667,2,1,FALSE,0,9,1,0,0
New_Visitor,0,0,0,2,319.5,Mar,0.007142857,11,416.5,9,7,TRUE,0,1,3,0,0
Returning_Visitor,0,0,0,1,0,Mar,0.05,2,86,9,0,TRUE,0,1,1,0,0
Returning_Visitor,0,0.012244898,0,2,0,Nov,0.027210884,49,3414.875,2,0,FALSE,0,7,2,0,0
New_Visitor,0,0.00952381,0,4,81.6,Sep,0.019047619,16,308.7,5,5,FALSE,0,2,2,0,0
Returning_Visitor,88,0,0,2,56,Mar,0.010142857,22,1734.780952,9,4,TRUE,0,3,3,1,0
New_Visitor,0,0,60.622383,1,10,Nov,0.02,12,220.2666667,8,1,TRUE,0,1,1,0,1
Returning_Visitor,0,0.08083779,0,2,803.47,Nov,0.106666667,30,634.6880952,13,6,FALSE,0,8,3,0,0
New_Visitor,125,0,0,2,58.5,Mar,0.002222222,16,485.8333333,2,2,TRUE,0,7,2,2,0
Returning_Visitor,23,0.009615385,0,2,0,May,0.024839744,52,4167.488095,1,0,FALSE,0,3,2,2,0
New_Visitor,0,0,26.18180656,1,52.9,Jul,0.01,8,278.58,2,3,FALSE,0,1,1,0,0
Returning_Visitor,0,0,0,2,89,Nov,0.0375,26,655.5357143,1,3,FALSE,0,4,2,0,0
Returning_Visitor,0,0.00198939,6.420746096,2,109.5714286,Nov,0.010782459,374,12499.37711,2,8,TRUE,0,2,2,0,0
Returning_Visitor,0,0.005797101,0,2,81.5,Mar,0.017153855,61,2202.579167,1,12,FALSE,0,1,2,0,0
Returning_Visitor,0,0.013793103,0,2,10,May,0.044827586,28,830,2,1,FALSE,0.4,1,2,1,0
Returning_Visitor,201.5,0,4.115853586,2,311.8300935,Dec,0.017541022,166,6850.499335,3,13,FALSE,0,1,2,4,0
Returning_Visitor,0,0.020689655,0,2,0,May,0.01954023,29,364.1666667,3,0,FALSE,0,1,3,0,0
New_Visitor,0,0,0,4,0,Aug,0,47,636.7,2,0,FALSE,0,1,2,0,0
Returning_Visitor,0,0,0,1,0,May,0.033333333,5,97.16666667,3,0,FALSE,0,3,1,0,0
New_Visitor,0,0,0,1,0,Nov,0.016666667,4,76.75,2,0,FALSE,0,8,1,0,1
Returning_Visitor,0,0.015384615,0,10,0,May,0.030769231,14,1539,2,0,FALSE,0,2,2,0,0
Returning_Visitor,0,0.015,0,2,0,May,0.045416667,20,497,1,0,FALSE,0,1,3,0,0
Returning_Visitor,0,0,0,2,48.4,Sep,0.009722222,22,2707.386667,1,1,TRUE,0,1,3,0,0
Returning_Visitor,0,0,0,2,151,Mar,0.018518519,6,892,3,3,TRUE,0,3,3,0,0
Returning_Visitor,0,0,0,1,0,May,0.1,2,44,1,0,FALSE,0,8,1,0,0
